"State","year","vals","state_name","code"
"IA",2008,13.11463547,"Iowa","IA"
"IA",2009,11.66928577,"Iowa","IA"
"IA",2001,11.57092094,"Iowa","IA"
"KS",2011,15.90317726,"Kansas","KS"
"KS",2012,18.28949547,"Kansas","KS"
"KS",2010,16.40237045,"Kansas","KS"
"KS",2004,14.51114655,"Kansas","KS"
"KS",2003,13.72068024,"Kansas","KS"
"KS",2007,17.9804821,"Kansas","KS"
"KS",2005,16.08764648,"Kansas","KS"
"KS",2013,15.89420891,"Kansas","KS"
"KS",2002,13.25082493,"Kansas","KS"
"KS",2006,17.44399834,"Kansas","KS"
"KS",2001,12.77186203,"Kansas","KS"
"KS",2008,16.26105118,"Kansas","KS"
"KS",2009,14.6522646,"Kansas","KS"
"KY",2011,14.17736053,"Kentucky","KY"
"KY",2010,15.25987053,"Kentucky","KY"
"KY",2012,15.29280567,"Kentucky","KY"
"KY",2003,13.81216526,"Kentucky","KY"
"KY",2005,15.75593853,"Kentucky","KY"
"KY",2013,14.03715324,"Kentucky","KY"
"KY",2004,14.76241112,"Kentucky","KY"
"KY",2006,16.58430099,"Kentucky","KY"
"KY",2002,13.18417168,"Kentucky","KY"
"KY",2001,13.96381855,"Kentucky","KY"
"KY",2007,17.11531067,"Kentucky","KY"
"KY",2008,15.67697048,"Kentucky","KY"
"KY",2009,14.09239578,"Kentucky","KY"
"LA",2010,16.27140617,"Louisiana","LA"
"LA",2003,13.84283352,"Louisiana","LA"
"LA",2006,21.99382019,"Louisiana","LA"
"LA",2012,18.95972252,"Louisiana","LA"
"LA",2011,14.39713287,"Louisiana","LA"
"LA",2013,16.41117477,"Louisiana","LA"
"LA",2008,23.67247581,"Louisiana","LA"
"LA",2007,15.80774975,"Louisiana","LA"
"LA",2002,14.14838409,"Louisiana","LA"
"LA",2005,17.6509304,"Louisiana","LA"
"LA",2004,14.0945425,"Louisiana","LA"
"LA",2001,15.387743,"Louisiana","LA"
"LA",2009,16.14328766,"Louisiana","LA"
"ME",2012,14.27235222,"Maine","ME"
"ME",2010,13.04253101,"Maine","ME"
"ME",2011,12.83545017,"Maine","ME"
"ME",2006,16.19057846,"Maine","ME"
"ME",2003,13.14685726,"Maine","ME"
"ME",2013,12.7198782,"Maine","ME"
"ME",2007,15.71043396,"Maine","ME"
"ME",2004,14.33825779,"Maine","ME"
"ME",2008,14.07219601,"Maine","ME"
"ME",2002,13.23996353,"Maine","ME"
"ME",2005,15.65581036,"Maine","ME"
"ME",2001,14.05625916,"Maine","ME"
"ME",2009,12.78537178,"Maine","ME"
"MD",2010,14.36526966,"Maryland","MD"
"MD",2011,14.58070564,"Maryland","MD"
"MD",2012,15.87700748,"Maryland","MD"
"MD",2013,14.26525021,"Maryland","MD"
"MD",2003,14.5426693,"Maryland","MD"
"MD",2002,13.82698059,"Maryland","MD"
"MD",2001,14.74447155,"Maryland","MD"
"MD",2006,17.69696808,"Maryland","MD"
"MD",2004,16.30272293,"Maryland","MD"
"MD",2008,15.03395271,"Maryland","MD"
"MD",2007,18.33968353,"Maryland","MD"
"MD",2009,13.41197109,"Maryland","MD"
"MD",2005,17.34091187,"Maryland","MD"
"MA",2010,24.36419106,"Massachusetts","MA"
"MA",2004,21.95580673,"Massachusetts","MA"
"MA",2003,19.74900436,"Massachusetts","MA"
"MA",2011,24.33621025,"Massachusetts","MA"
"MA",2012,26.49435425,"Massachusetts","MA"
"MA",2005,23.79183578,"Massachusetts","MA"
"MA",2009,19.10150337,"Massachusetts","MA"
"MA",2002,18.36915398,"Massachusetts","MA"
"MA",2006,24.71528816,"Massachusetts","MA"
"MA",2007,26.78372765,"Massachusetts","MA"
"MA",2008,21.82477379,"Massachusetts","MA"
"MA",2001,22.14015198,"Massachusetts","MA"
"MA",2013,24.3812561,"Massachusetts","MA"
"MI",2003,14.40152168,"Michigan","MI"
"MI",2010,16.87948418,"Michigan","MI"
"MI",2008,16.45808029,"Michigan","MI"
"MI",2012,19.88162613,"Michigan","MI"
"MI",2011,16.27630424,"Michigan","MI"
"MI",2005,16.12133598,"Michigan","MI"
"MI",2009,15.12661076,"Michigan","MI"
"MI",2004,15.4516201,"Michigan","MI"
"MI",2013,17.39815712,"Michigan","MI"
"MI",2006,16.6018486,"Michigan","MI"
"MI",2001,13.81217289,"Michigan","MI"
"MI",2007,17.9029274,"Michigan","MI"
"MI",2002,13.88253403,"Michigan","MI"
"MN",2011,16.21040154,"Minnesota","MN"
"MN",2012,19.06279182,"Minnesota","MN"
"MN",2010,17.12676239,"Minnesota","MN"
"MN",2004,16.67971611,"Minnesota","MN"
"MN",2003,15.52982712,"Minnesota","MN"
"MN",2013,16.4442749,"Minnesota","MN"
"MN",2006,18.50848198,"Minnesota","MN"
"MN",2005,18.23670006,"Minnesota","MN"
"MN",2001,15.16397953,"Minnesota","MN"
"MN",2007,19.20344353,"Minnesota","MN"
"MN",2002,14.74934578,"Minnesota","MN"
"MN",2008,17.66925621,"Minnesota","MN"
"MN",2009,15.47483063,"Minnesota","MN"
"MS",2011,13.34985352,"Mississippi","MS"
"MS",2012,15.16473103,"Mississippi","MS"
"MS",2004,12.99537086,"Mississippi","MS"
"MS",2003,13.5235672,"Mississippi","MS"
"MS",2010,17.43026924,"Mississippi","MS"
"MS",2013,13.82488441,"Mississippi","MS"
"MS",2006,18.02363014,"Mississippi","MS"
"MS",2009,13.94305992,"Mississippi","MS"
"MS",2007,16.11724091,"Mississippi","MS"
"MS",2002,13.11086273,"Mississippi","MS"
"MS",2005,15.81046867,"Mississippi","MS"
"MS",2001,14.55707359,"Mississippi","MS"
"MS",2008,16.32441902,"Mississippi","MS"
"MO",2010,16.49108505,"Missouri","MO"
"MO",2003,14.3793354,"Missouri","MO"
"MO",2006,17.81137657,"Missouri","MO"
"MO",2004,15.47662354,"Missouri","MO"
"MO",2013,16.1525135,"Missouri","MO"
"MO",2011,16.30393028,"Missouri","MO"
"MO",2005,17.10691261,"Missouri","MO"
"MO",2002,14.33386326,"Missouri","MO"
"MO",2007,19.00940132,"Missouri","MO"
"MO",2001,15.33710289,"Missouri","MO"
"MO",2009,14.86928558,"Missouri","MO"
"MO",2012,18.75632858,"Missouri","MO"
"MO",2008,18.52777863,"Missouri","MO"
"MT",2010,15.97341728,"Montana","MT"
"MT",2004,15.0173893,"Montana","MT"
"MT",2011,15.03797054,"Montana","MT"
"MT",2003,13.88574791,"Montana","MT"
"MT",2006,17.83913422,"Montana","MT"
"MT",2005,16.35141182,"Montana","MT"
"MT",2001,14.17652035,"Montana","MT"
"MT",2002,13.77012634,"Montana","MT"
"MT",2013,14.37758255,"Montana","MT"
"MT",2012,18.82595444,"Montana","MT"
"MT",2007,18.28586578,"Montana","MT"
"MT",2009,16.90846062,"Montana","MT"
"MT",2008,16.41624069,"Montana","MT"
"NE",2010,15.55540657,"Nebraska","NE"
"NE",2011,13.31333637,"Nebraska","NE"
"NE",2004,14.78936195,"Nebraska","NE"
"NE",2005,15.24393654,"Nebraska","NE"
"NE",2003,13.07781792,"Nebraska","NE"
"NE",2002,13.31654072,"Nebraska","NE"
"NE",2006,17.55058479,"Nebraska","NE"
"NE",2001,14.27164841,"Nebraska","NE"
"NE",2012,17.51634216,"Nebraska","NE"
"NE",2009,13.15718746,"Nebraska","NE"
"NE",2013,13.13167763,"Nebraska","NE"
"NE",2007,17.83194351,"Nebraska","NE"
"NE",2008,15.56339645,"Nebraska","NE"
"NV",2010,25.16065788,"Nevada","NV"
"NV",2004,30.95922852,"Nevada","NV"
"NV",2003,23.28859329,"Nevada","NV"
"NV",2005,33.2954483,"Nevada","NV"
"NV",2006,32.29934692,"Nevada","NV"
"NV",2011,23.0738163,"Nevada","NV"
"NV",2012,30.83042717,"Nevada","NV"
"NV",2001,23.6801815,"Nevada","NV"
"NV",2002,22.74671936,"Nevada","NV"
"NV",2008,23.65778351,"Nevada","NV"
"NV",2007,30.2695961,"Nevada","NV"
"NV",2009,21.27362061,"Nevada","NV"
"NV",2013,27.77501297,"Nevada","NV"
"NH",2007,19.5223217,"New Hampshire","NH"
"NH",2010,17.60407066,"New Hampshire","NH"
"NH",2011,16.73047447,"New Hampshire","NH"
"NH",2004,16.54745865,"New Hampshire","NH"
"NH",2009,15.33923054,"New Hampshire","NH"
"NH",2005,18.00499535,"New Hampshire","NH"
"NH",2006,19.32971764,"New Hampshire","NH"
"NH",2003,14.47173119,"New Hampshire","NH"
"NH",2008,16.59032249,"New Hampshire","NH"
"NH",2012,18.14155006,"New Hampshire","NH"
"NH",2013,15.01057529,"New Hampshire","NH"
"NH",2002,14.10311699,"New Hampshire","NH"
"NH",2001,15.59406376,"New Hampshire","NH"
"NJ",2006,21.22447205,"New Jersey","NJ"
"NJ",2004,19.68483543,"New Jersey","NJ"
"NJ",2007,23.10238457,"New Jersey","NJ"
"NJ",2010,20.26957893,"New Jersey","NJ"
"NJ",2003,18.48053169,"New Jersey","NJ"
"NJ",2005,20.77327728,"New Jersey","NJ"
"NJ",2011,20.36924934,"New Jersey","NJ"
"NJ",2009,18.10060883,"New Jersey","NJ"
"NJ",2008,20.88092422,"New Jersey","NJ"
"NJ",2012,21.88438225,"New Jersey","NJ"
"NJ",2013,20.70542336,"New Jersey","NJ"
"NJ",2002,18.04211044,"New Jersey","NJ"
"NJ",2001,20.28961945,"New Jersey","NJ"
"NM",2011,13.45617676,"New Mexico","NM"
"NM",2010,14.74252415,"New Mexico","NM"
"NM",2012,15.31689358,"New Mexico","NM"
"NM",2006,16.8599968,"New Mexico","NM"
"NM",2003,12.23210335,"New Mexico","NM"
"NM",2008,15.7997942,"New Mexico","NM"
"NM",2002,11.91736889,"New Mexico","NM"
"NM",2009,14.4317379,"New Mexico","NM"
"NM",2007,17.71925545,"New Mexico","NM"
"NM",2001,17.52233505,"New Mexico","NM"
"NM",2005,15.62822914,"New Mexico","NM"
"NM",2013,13.59982491,"New Mexico","NM"
"NM",2004,13.72487068,"New Mexico","NM"
"NY",2010,30.17146873,"New York","NY"
"NY",2011,30.12209129,"New York","NY"
"NY",2012,33.89618301,"New York","NY"
"NY",2003,25.10681534,"New York","NY"
"NY",2008,30.15680695,"New York","NY"
"NY",2005,30.2491684,"New York","NY"
"NY",2013,31.81475067,"New York","NY"
"NY",2007,35.30310059,"New York","NY"
"NY",2006,32.16189575,"New York","NY"
"NY",2004,28.56394768,"New York","NY"
"NY",2002,23.98250771,"New York","NY"
"NY",2009,27.01011086,"New York","NY"
"NY",2001,29.40171242,"New York","NY"
"NC",2003,14.49137211,"North Carolina","NC"
"NC",2008,16.14520264,"North Carolina","NC"
"NC",2012,16.54162216,"North Carolina","NC"
"NC",2011,14.92167854,"North Carolina","NC"
"NC",2010,14.43477345,"North Carolina","NC"
"NC",2007,18.42800522,"North Carolina","NC"
"NC",2004,15.56517792,"North Carolina","NC"
"NC",2006,18.22994614,"North Carolina","NC"
"NC",2005,17.04260063,"North Carolina","NC"
"NC",2009,14.33468246,"North Carolina","NC"
"NC",2013,14.63461113,"North Carolina","NC"
"NC",2002,13.7911396,"North Carolina","NC"
"NC",2001,13.74925995,"North Carolina","NC"
"ND",2011,16.7971344,"North Dakota","ND"
"ND",2010,14.94877243,"North Dakota","ND"
"ND",2012,21.55007744,"North Dakota","ND"
"ND",2013,17.83981323,"North Dakota","ND"
"ND",2003,11.17632294,"North Dakota","ND"
"ND",2007,15.60148621,"North Dakota","ND"
"ND",2005,13.23054981,"North Dakota","ND"
"ND",2004,12.90009499,"North Dakota","ND"
"ND",2008,16.52153587,"North Dakota","ND"
"ND",2006,15.72119236,"North Dakota","ND"
"ND",2002,11.21713543,"North Dakota","ND"
"ND",2009,13.70021725,"North Dakota","ND"
"ND",2001,11.65503216,"North Dakota","ND"
"OH",2011,15.1291523,"Ohio","OH"
"OH",2006,16.64172173,"Ohio","OH"
"OH",2010,14.88136673,"Ohio","OH"
"OH",2004,15.29470444,"Ohio","OH"
"OH",2012,16.96352386,"Ohio","OH"
"OH",2008,15.57632732,"Ohio","OH"
"OH",2005,15.85820484,"Ohio","OH"
"OH",2001,13.60691071,"Ohio","OH"
"OH",2009,13.82647419,"Ohio","OH"
"OH",2013,14.69023132,"Ohio","OH"
"OH",2007,17.17333031,"Ohio","OH"
"OH",2002,13.73577309,"Ohio","OH"
"OH",2003,13.62626457,"Ohio","OH"
"OK",2007,21.28839684,"Oklahoma","OK"
"OK",2006,20.17714882,"Oklahoma","OK"
"OK",2011,17.19643784,"Oklahoma","OK"
"OK",2012,20.70027542,"Oklahoma","OK"
"OK",2010,16.21049881,"Oklahoma","OK"
"OK",2009,16.6055069,"Oklahoma","OK"
"OK",2013,16.70833588,"Oklahoma","OK"
"OK",2003,14.05162239,"Oklahoma","OK"
"OK",2002,12.93830681,"Oklahoma","OK"
"OK",2005,17.73981857,"Oklahoma","OK"
"OK",2004,16.33683395,"Oklahoma","OK"
"OK",2008,19.3429451,"Oklahoma","OK"
"OK",2001,14.43439865,"Oklahoma","OK"
"OR",2002,13.42756271,"Oregon","OR"
"OR",2003,14.16471291,"Oregon","OR"
"OR",2010,14.73780155,"Oregon","OR"
"OR",2001,13.90205193,"Oregon","OR"
"OR",2012,16.26943398,"Oregon","OR"
"OR",2011,14.69890594,"Oregon","OR"
"OR",2004,15.67677975,"Oregon","OR"
"OR",2005,16.90775108,"Oregon","OR"
"OR",2013,15.01695061,"Oregon","OR"
"OR",2009,14.16191196,"Oregon","OR"
"OR",2008,15.6049366,"Oregon","OR"
"OR",2006,18.13134956,"Oregon","OR"
"OR",2007,18.74944687,"Oregon","OR"
"PA",2003,15.65956879,"Pennsylvania","PA"
"PA",2002,14.90771961,"Pennsylvania","PA"
"PA",2012,19.39359093,"Pennsylvania","PA"
"PA",2010,17.19416618,"Pennsylvania","PA"
"PA",2013,16.52564621,"Pennsylvania","PA"
"PA",2011,16.756464,"Pennsylvania","PA"
"PA",2004,16.58559036,"Pennsylvania","PA"
"PA",2001,15.63353348,"Pennsylvania","PA"
"PA",2005,18.71485138,"Pennsylvania","PA"
"PA",2009,16.07316589,"Pennsylvania","PA"
"PA",2006,19.43693924,"Pennsylvania","PA"
"PA",2008,18.06868553,"Pennsylvania","PA"
"PA",2007,20.39448547,"Pennsylvania","PA"
"RI",2002,14.61423874,"Rhode Island","RI"
"RI",2010,15.54624653,"Rhode Island","RI"
"RI",2003,15.21925259,"Rhode Island","RI"
"RI",2012,17.52292633,"Rhode Island","RI"
"RI",2011,16.81017494,"Rhode Island","RI"
"RI",2001,16.58370399,"Rhode Island","RI"
"RI",2004,16.93813133,"Rhode Island","RI"
"RI",2005,17.35535431,"Rhode Island","RI"
"RI",2006,18.47041512,"Rhode Island","RI"
"RI",2009,14.4488802,"Rhode Island","RI"
"RI",2013,15.64115143,"Rhode Island","RI"
"RI",2007,19.56664085,"Rhode Island","RI"
"RI",2008,16.48724174,"Rhode Island","RI"
"SC",2010,14.96870518,"South Carolina","SC"
"SC",2012,16.66018867,"South Carolina","SC"
"SC",2001,14.12750435,"South Carolina","SC"
"SC",2011,14.41120338,"South Carolina","SC"
"SC",2005,17.74056625,"South Carolina","SC"
"SC",2013,15.21518707,"South Carolina","SC"
"SC",2008,15.65669918,"South Carolina","SC"
"SC",2007,19.07832336,"South Carolina","SC"
"SC",2006,18.92658043,"South Carolina","SC"
"SC",2004,15.70605564,"South Carolina","SC"
"SC",2002,13.35831928,"South Carolina","SC"
"SC",2003,13.92186356,"South Carolina","SC"
"SC",2009,14.22667885,"South Carolina","SC"
"SD",2010,15.82614326,"South Dakota","SD"
"SD",2001,13.52141571,"South Dakota","SD"
"SD",2011,15.804286,"South Dakota","SD"
"SD",2012,20.05438995,"South Dakota","SD"
"SD",2002,13.46206188,"South Dakota","SD"
"SD",2013,16.14109421,"South Dakota","SD"
"SD",2007,18.23826981,"South Dakota","SD"
"SD",2003,12.81462955,"South Dakota","SD"
"SD",2006,19.40289688,"South Dakota","SD"
"SD",2005,16.93817329,"South Dakota","SD"
"SD",2008,16.85978889,"South Dakota","SD"
"SD",2009,16.02884102,"South Dakota","SD"
"SD",2004,15.01755619,"South Dakota","SD"
"TN",2012,18.91875458,"Tennessee","TN"
"TN",2011,16.41304588,"Tennessee","TN"
"TN",2010,17.1740284,"Tennessee","TN"
"TN",2001,15.52287292,"Tennessee","TN"
"TN",2002,14.52061462,"Tennessee","TN"
"TN",2013,16.58913803,"Tennessee","TN"
"TN",2006,20.75737762,"Tennessee","TN"
"TN",2004,17.63870239,"Tennessee","TN"
"TN",2007,21.33475494,"Tennessee","TN"
"TN",2005,18.76064873,"Tennessee","TN"
"TN",2009,15.95305443,"Tennessee","TN"
"TN",2003,15.67854786,"Tennessee","TN"
"TN",2008,17.8450489,"Tennessee","TN"
"TX",2011,21.07283974,"Texas","TX"
"TX",2002,15.72438622,"Texas","TX"
"TX",2010,20.50514984,"Texas","TX"
"TX",2005,21.89683533,"Texas","TX"
"TX",2013,21.18501472,"Texas","TX"
"TX",2003,16.75963974,"Texas","TX"
"TX",2012,24.9093647,"Texas","TX"
"TX",2006,23.18005753,"Texas","TX"
"TX",2007,22.72978973,"Texas","TX"
"TX",2001,17.19255447,"Texas","TX"
"TX",2004,18.68192863,"Texas","TX"
"TX",2008,24.10268974,"Texas","TX"
"TX",2009,18.35823059,"Texas","TX"
"UT",2006,19.65348816,"Utah","UT"
"UT",2007,20.3106575,"Utah","UT"
"UT",2002,13.12212467,"Utah","UT"
"UT",2009,15.42235661,"Utah","UT"
"UT",2001,13.34743786,"Utah","UT"
"UT",2008,17.06507874,"Utah","UT"
"UT",2010,15.3477087,"Utah","UT"
"UT",2003,14.2274456,"Utah","UT"
"UT",2011,14.90726757,"Utah","UT"
"UT",2005,18.48635292,"Utah","UT"
"UT",2004,15.78140736,"Utah","UT"
"UT",2013,15.59652805,"Utah","UT"
"UT",2012,19.19812012,"Utah","UT"
"VT",2003,12.53275013,"Vermont","VT"
"VT",2002,13.29695606,"Vermont","VT"
"VT",2006,18.29668045,"Vermont","VT"
"VT",2007,18.59405136,"Vermont","VT"
"VT",2001,13.52720547,"Vermont","VT"
"VT",2009,13.68209076,"Vermont","VT"
"VT",2010,13.05603409,"Vermont","VT"
"VT",2004,14.20137596,"Vermont","VT"
"VT",2008,15.92411041,"Vermont","VT"
"VT",2005,16.30885506,"Vermont","VT"
